Name;Type(s);Height;Weight;Abilities;Sprite Link;Official Art Link;Total Base Stats;Habitat;Color;Is Legendary;Is Mythical;HP;Attack;Defense;Special Attack;Special Defense;Speed;No Damage From;Quarter Damage From;Half Damage From;Normal Damage From;Double Damage From;Quadruple Damage From
wishiwashi-solo;water;0.2 m;0.3 kg;schooling;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/746.png;175;Unknown;blue;false;false;45;20;20;25;25;40;;;steel,fire,water,ice;;grass,electric;
mareanie;poison,water;0.4 m;8 kg;merciless or limber or regenerator;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/747.png;305;Unknown;blue;false;false;50;53;62;43;52;45;;;fighting,poison,bug,fairy,steel,fire,water,ice;grass;ground,psychic,electric;
toxapex;poison,water;0.7 m;14.5 kg;merciless or limber or regenerator;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/748.png;495;Unknown;blue;false;false;50;63;152;53;142;35;;;fighting,poison,bug,fairy,steel,fire,water,ice;grass;ground,psychic,electric;
mudbray;ground;1 m;110 kg;own-tempo or stamina or inner-focus;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/749.png;385;Unknown;brown;false;false;70;100;70;45;55;45;electric;;poison,rock;;water,grass,ice;
mudsdale;ground;2.5 m;920 kg;own-tempo or stamina or inner-focus;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/750.png;500;Unknown;brown;false;false;100;125;100;55;85;35;electric;;poison,rock;;water,grass,ice;
dewpider;water,bug;0.3 m;4 kg;water-bubble or water-absorb;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/751.png;269;Unknown;green;false;false;38;40;52;40;72;27;;;steel,water,ice,fighting,ground;fire,grass;electric,flying,rock;
araquanid;water,bug;1.8 m;82 kg;water-bubble or water-absorb;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/752.png;454;Unknown;green;false;false;68;70;92;50;132;42;;;steel,water,ice,fighting,ground;fire,grass;electric,flying,rock;
fomantis;grass;0.3 m;1.5 kg;leaf-guard or contrary;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/753.png;250;Unknown;pink;false;false;40;55;35;50;35;35;;;ground,water,grass,electric;;flying,poison,bug,fire,ice;
lurantis;grass;0.9 m;18.5 kg;leaf-guard or contrary;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/754.png;480;Unknown;pink;false;false;70;105;90;80;90;45;;;ground,water,grass,electric;;flying,poison,bug,fire,ice;
morelull;grass,fairy;0.2 m;1.5 kg;illuminate or effect-spore or rain-dish;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/755.png;285;Unknown;purple;false;false;40;35;55;65;75;15;dragon;;ground,water,grass,electric,fighting,dark;bug;flying,fire,ice,steel;poison
shiinotic;grass,fairy;1 m;11.5 kg;illuminate or effect-spore or rain-dish;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/756.png;405;Unknown;purple;false;false;60;45;80;90;100;30;dragon;;ground,water,grass,electric,fighting,dark;bug;flying,fire,ice,steel;poison
salandit;poison,fire;0.6 m;4.8 kg;corrosion or oblivious;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/757.png;320;Unknown;black;false;false;48;44;40;71;40;77;;bug,grass,fairy;fighting,poison,steel,fire,ice;;psychic,rock,water;ground
salazzle;poison,fire;1.2 m;22.2 kg;corrosion or oblivious;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/758.png;480;Unknown;black;false;false;68;64;60;111;60;117;;bug,grass,fairy;fighting,poison,steel,fire,ice;;psychic,rock,water;ground
stufful;normal,fighting;0.5 m;6.8 kg;fluffy or klutz or cute-charm;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/759.png;340;Unknown;pink;false;false;70;75;50;45;50;50;ghost;;rock,bug,dark;;fighting,flying,psychic,fairy;
bewear;normal,fighting;2.1 m;135 kg;fluffy or klutz or unnerve;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/760.png;500;Unknown;pink;false;false;120;125;80;55;60;60;ghost;;rock,bug,dark;;fighting,flying,psychic,fairy;
bounsweet;grass;0.3 m;3.2 kg;leaf-guard or oblivious or sweet-veil;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/761.png;210;Unknown;purple;false;false;42;30;38;30;38;32;;;ground,water,grass,electric;;flying,poison,bug,fire,ice;
steenee;grass;0.7 m;8.2 kg;leaf-guard or oblivious or sweet-veil;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/762.png;290;Unknown;purple;false;false;52;40;48;40;48;62;;;ground,water,grass,electric;;flying,poison,bug,fire,ice;
tsareena;grass;1.2 m;21.4 kg;leaf-guard or queenly-majesty or sweet-veil;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/763.png;510;Unknown;purple;false;false;72;120;98;50;98;72;;;ground,water,grass,electric;;flying,poison,bug,fire,ice;
comfey;fairy;0.1 m;0.3 kg;flower-veil or triage or natural-cure;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/764.png;485;Unknown;green;false;false;51;52;90;82;110;100;dragon;;fighting,bug,dark;;poison,steel;
oranguru;normal,psychic;1.5 m;76 kg;inner-focus or telepathy or symbiosis;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/765.png;490;Unknown;white;false;false;90;60;80;90;110;60;;;psychic;fighting;ghost,bug,dark;
passimian;fighting;2 m;82.8 kg;receiver or defiant;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/766.png;490;Unknown;white;false;false;100;120;90;40;60;80;;;rock,bug,dark;;flying,psychic,fairy;
wimpod;bug,water;0.5 m;12 kg;wimp-out;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/767.png;230;Unknown;gray;false;false;25;35;40;20;30;80;;;fighting,ground,steel,water,ice;grass,fire;flying,rock,electric;
golisopod;bug,water;2 m;108 kg;emergency-exit;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/768.png;530;Unknown;gray;false;false;75;125;140;60;90;40;;;fighting,ground,steel,water,ice;grass,fire;flying,rock,electric;
sandygast;ghost,ground;0.5 m;70 kg;water-compaction or sand-veil;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/769.png;320;Unknown;brown;false;false;55;55;80;70;45;15;normal,fighting,electric;poison;bug,rock;;ghost,dark,water,grass,ice;
palossand;ghost,ground;1.3 m;250 kg;water-compaction or sand-veil;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/770.png;480;Unknown;brown;false;false;85;75;110;100;75;35;normal,fighting,electric;poison;bug,rock;;ghost,dark,water,grass,ice;
pyukumuku;water;0.3 m;1.2 kg;innards-out or unaware;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/771.png;410;Unknown;black;false;false;55;60;130;30;130;5;;;steel,fire,water,ice;;grass,electric;
type-null;normal;1.9 m;120.5 kg;battle-armor;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/772.png;534;Unknown;gray;false;false;95;95;95;95;95;59;ghost;;;;fighting;
silvally;normal;2.3 m;100.5 kg;rks-system;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/773.png;570;Unknown;gray;true;false;95;95;95;95;95;95;ghost;;;;fighting;
minior-red-meteor;rock,flying;0.3 m;40 kg;shields-down;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/774.png;440;Unknown;brown;false;false;60;60;100;60;100;60;ground;;normal,flying,poison,fire,bug;fighting,grass;steel,water,rock,electric,ice;
komala;normal;0.4 m;19.9 kg;comatose;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/775.png;480;Unknown;blue;false;false;65;115;65;75;95;65;ghost;;;;fighting;
turtonator;fire,dragon;2 m;212 kg;shell-armor;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/776.png;485;Unknown;red;false;false;60;78;135;91;85;36;;fire,grass;bug,steel,electric;ice,fairy,water;ground,rock,dragon;
togedemaru;electric,steel;0.3 m;3.3 kg;iron-barbs or lightning-rod or sturdy;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/777.png;435;Unknown;gray;false;false;65;98;63;40;73;96;poison;flying,steel;electric,normal,rock,bug,grass,psychic,ice,dragon,fairy;;fighting,fire;ground
mimikyu-disguised;ghost,fairy;0.2 m;0.7 kg;disguise;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/778.png;476;Unknown;yellow;false;false;55;90;80;50;105;96;normal,dragon;bug;fighting;poison,dark;ghost,steel;
bruxish;water,psychic;0.9 m;19 kg;dazzling or strong-jaw or wonder-skin;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/779.png;475;Unknown;pink;false;false;68;105;70;70;70;92;;;steel,fire,water,ice,fighting,psychic;;grass,electric,bug,ghost,dark;
drampa;normal,dragon;3 m;185 kg;berserk or sap-sipper or cloud-nine;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/780.png;485;Unknown;white;false;false;78;60;85;135;91;36;ghost;;fire,water,grass,electric;;fighting,ice,dragon,fairy;
dhelmise;ghost,grass;3.9 m;210 kg;steelworker;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/781.png;517;Unknown;green;false;false;70;131;100;86;90;40;normal,fighting;;ground,water,grass,electric;poison,bug;ghost,dark,flying,fire,ice;
jangmo-o;dragon;0.6 m;29.7 kg;bulletproof or soundproof or overcoat;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/782.png;300;Unknown;gray;false;false;45;55;65;45;45;45;;;fire,water,grass,electric;;ice,dragon,fairy;
hakamo-o;dragon,fighting;1.2 m;47 kg;bulletproof or soundproof or overcoat;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/783.png;420;Unknown;gray;false;false;55;75;90;65;70;65;;;fire,water,grass,electric,rock,bug,dark;;ice,dragon,flying,psychic;fairy
kommo-o;dragon,fighting;1.6 m;78.2 kg;bulletproof or soundproof or overcoat;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/784.png;600;Unknown;gray;false;false;75;110;125;100;105;85;;;fire,water,grass,electric,rock,bug,dark;;ice,dragon,flying,psychic;fairy
tapu-koko;electric,fairy;1.8 m;20.5 kg;electric-surge or telepathy;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/785.png;570;Unknown;yellow;true;false;70;115;85;95;75;130;dragon;;flying,electric,fighting,bug,dark;steel;ground,poison;
tapu-lele;psychic,fairy;1.2 m;18.6 kg;psychic-surge or telepathy;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/786.png;570;Unknown;pink;true;false;70;85;75;130;115;95;dragon;fighting;psychic;bug,dark;ghost,poison,steel;
tapu-bulu;grass,fairy;1.9 m;45.5 kg;grassy-surge or telepathy;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/787.png;570;Unknown;red;true;false;70;130;115;85;95;75;dragon;;ground,water,grass,electric,fighting,dark;bug;flying,fire,ice,steel;poison
tapu-fini;water,fairy;1.3 m;21.2 kg;misty-surge or telepathy;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/788.png;570;Unknown;purple;true;false;70;75;115;95;130;85;dragon;;fire,water,ice,fighting,bug,dark;steel;grass,electric,poison;
cosmog;psychic;0.2 m;0.1 kg;unaware;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/789.png;200;Unknown;blue;true;false;43;29;31;29;31;37;;;fighting,psychic;;bug,ghost,dark;
cosmoem;psychic;0.1 m;999.9 kg;sturdy;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/790.png;400;Unknown;blue;true;false;43;29;131;29;131;37;;;fighting,psychic;;bug,ghost,dark;
solgaleo;psychic,steel;3.4 m;230 kg;full-metal-body;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/791.png;680;Unknown;white;true;false;137;137;107;113;89;97;poison;psychic;normal,flying,rock,steel,grass,ice,dragon,fairy;fighting,bug;ghost,dark,ground,fire;
lunala;psychic,ghost;4 m;120 kg;shadow-shield;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/792.png;680;Unknown;purple;true;false;137;113;89;137;107;97;fighting,normal;;psychic,poison;bug;;ghost,dark
nihilego;rock,poison;1.2 m;55.5 kg;beast-boost;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/793.png;570;Unknown;white;false;false;109;53;47;127;131;103;;poison;normal,flying,fire,bug,fairy;fighting,grass;steel,water,psychic;ground
buzzwole;bug,fighting;2.4 m;333.6 kg;beast-boost;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/794.png;570;Unknown;red;false;false;107;139;139;53;53;79;;;fighting,ground,grass,bug,dark;rock;fire,psychic,fairy;flying
pheromosa;bug,fighting;1.8 m;25 kg;beast-boost;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/795.png;570;Unknown;white;false;false;71;137;37;137;37;151;;;fighting,ground,grass,bug,dark;rock;fire,psychic,fairy;flying
xurkitree;electric;3.8 m;100 kg;beast-boost;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/796.png;570;Unknown;black;false;false;83;89;71;173;71;83;;;flying,steel,electric;;ground;
celesteela;steel,flying;9.2 m;999.9 kg;beast-boost;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/797.png;570;Unknown;green;false;false;97;101;103;107;101;61;poison,ground;bug,grass;normal,flying,steel,psychic,dragon,fairy;rock,ice,fighting;fire,electric;
kartana;grass,steel;0.3 m;0.1 kg;beast-boost;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/798.png;570;Unknown;white;false;false;59;181;131;59;31;109;poison;grass;water,electric,normal,rock,steel,psychic,dragon,fairy;ground,flying,bug,ice;fighting;fire
guzzlord;dark,dragon;5.5 m;888 kg;beast-boost;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/799.png;570;Unknown;black;false;false;223;101;53;97;53;43;psychic;;ghost,dark,fire,water,grass,electric;;fighting,bug,ice,dragon;fairy
necrozma;psychic;2.4 m;230 kg;prism-armor;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/800.png;600;Unknown;black;true;false;97;107;101;127;89;79;;;fighting,psychic;;bug,ghost,dark;
magearna;steel,fairy;1 m;80.5 kg;soul-heart;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/801.png;600;Unknown;gray;false;true;80;95;115;130;115;65;dragon;bug;normal,flying,rock,grass,psychic,ice,fairy,dark;steel,fighting;poison,ground,fire;
marshadow;fighting,ghost;0.7 m;22.2 kg;technician;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/802.png;600;Unknown;gray;false;true;90;125;80;90;90;125;normal,fighting;bug;rock,poison;dark;flying,psychic,fairy,ghost;
poipole;poison;0.6 m;1.8 kg;beast-boost;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/803.png;420;Unknown;purple;false;false;67;73;67;73;67;73;;;fighting,poison,bug,grass,fairy;;ground,psychic;
naganadel;poison,dragon;3.6 m;150 kg;beast-boost;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/804.png;540;Unknown;purple;false;false;73;73;73;127;73;121;;grass;fighting,poison,bug,fire,water,electric;fairy;ground,psychic,ice,dragon;
stakataka;rock,steel;5.5 m;820 kg;beast-boost;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/805.png;570;Unknown;gray;false;false;61;131;211;53;101;13;poison;normal,flying;rock,bug,psychic,ice,dragon,fairy;fire,steel,grass;water;fighting,ground
blacephalon;fire,ghost;1.8 m;13 kg;beast-boost;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/806.png;570;Unknown;white;false;false;53;127;53;151;79;107;normal,fighting;bug;steel,fire,grass,ice,fairy,poison;;ground,rock,water,ghost,dark;
zeraora;electric;1.5 m;44.5 kg;volt-absorb;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/807.png;600;Unknown;yellow;false;true;88;112;75;102;80;143;;;flying,steel,electric;;ground;
meltan;steel;0.2 m;8 kg;magnet-pull;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/808.png;300;Unknown;gray;false;true;46;65;65;55;35;34;poison;;normal,flying,rock,bug,steel,grass,psychic,ice,dragon,fairy;;fighting,ground,fire;
melmetal;steel;2.5 m;800 kg;iron-fist;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/809.png;600;Unknown;gray;false;true;135;143;143;80;65;34;poison;;normal,flying,rock,bug,steel,grass,psychic,ice,dragon,fairy;;fighting,ground,fire;
grookey;grass;0.3 m;5 kg;overgrow or grassy-surge;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/810.png;310;Unknown;green;false;false;50;65;50;40;40;65;;;ground,water,grass,electric;;flying,poison,bug,fire,ice;
thwackey;grass;0.7 m;14 kg;overgrow or grassy-surge;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/811.png;420;Unknown;green;false;false;70;85;70;55;60;80;;;ground,water,grass,electric;;flying,poison,bug,fire,ice;
rillaboom;grass;2.1 m;90 kg;overgrow or grassy-surge;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/812.png;530;Unknown;green;false;false;100;125;90;60;70;85;;;ground,water,grass,electric;;flying,poison,bug,fire,ice;
scorbunny;fire;0.3 m;4.5 kg;blaze or libero;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/813.png;310;Unknown;white;false;false;50;71;40;40;40;69;;;bug,steel,fire,grass,ice,fairy;;ground,rock,water;
raboot;fire;0.6 m;9 kg;blaze or libero;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/814.png;420;Unknown;gray;false;false;65;86;60;55;60;94;;;bug,steel,fire,grass,ice,fairy;;ground,rock,water;
cinderace;fire;1.4 m;33 kg;blaze or libero;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/815.png;530;Unknown;white;false;false;80;116;75;65;75;119;;;bug,steel,fire,grass,ice,fairy;;ground,rock,water;
sobble;water;0.3 m;4 kg;torrent or sniper;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/816.png;310;Unknown;blue;false;false;50;40;40;70;40;70;;;steel,fire,water,ice;;grass,electric;
drizzile;water;0.7 m;11.5 kg;torrent or sniper;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/817.png;420;Unknown;blue;false;false;65;60;55;95;55;90;;;steel,fire,water,ice;;grass,electric;
inteleon;water;1.9 m;45.2 kg;torrent or sniper;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/818.png;530;Unknown;blue;false;false;70;85;65;125;65;120;;;steel,fire,water,ice;;grass,electric;
skwovet;normal;0.3 m;2.5 kg;cheek-pouch or gluttony;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/819.png;275;Unknown;brown;false;false;70;55;55;35;35;25;ghost;;;;fighting;
greedent;normal;0.6 m;6 kg;cheek-pouch or gluttony;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/820.png;460;Unknown;brown;false;false;120;95;95;55;75;20;ghost;;;;fighting;
rookidee;flying;0.2 m;1.8 kg;keen-eye or unnerve or big-pecks;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/821.png;245;Unknown;blue;false;false;38;47;35;33;35;57;ground;;fighting,bug,grass;;rock,electric,ice;
corvisquire;flying;0.8 m;16 kg;keen-eye or unnerve or big-pecks;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png;https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/822.png;365;Unknown;blue;false;false;68;67;55;43;55;77;ground;;fighting,bug,grass;;rock,electric,ice;
